2, 0, 1000.40, 218.31, 1192.01, 670.92, -1, -1, -1, -1
3, 0, 969.00, 224.76, 1190.94, 678.89, -1, -1, -1, -1
4, 0, 951.96, 232.70, 1213.18, 645.47, -1, -1, -1, -1
5, 0, 927.02, 238.17, 1218.29, 633.91, -1, -1, -1, -1
6, 0, 909.96, 239.70, 1216.44, 624.95, -1, -1, -1, -1
7, 0, 894.14, 246.29, 1205.91, 617.19, -1, -1, -1, -1
8, 0, 884.83, 247.02, 1185.91, 630.45, -1, -1, -1, -1
9, 0, 875.53, 248.57, 1166.58, 621.83, -1, -1, -1, -1
9, 1, 2.67, 171.26, 188.06, 434.05, -1, -1, -1, -1
10, 0, 870.37, 249.86, 1143.14, 648.98, -1, -1, -1, -1
11, 0, 858.56, 256.95, 1119.55, 637.31, -1, -1, -1, -1
11, 1, 2.56, 191.18, 183.29, 468.48, -1, -1, -1, -1
12, 0, 842.88, 262.00, 1089.75, 628.47, -1, -1, -1, -1
13, 0, 833.77, 264.08, 1059.72, 610.12, -1, -1, -1, -1
13, 1, 2.64, 226.47, 186.94, 494.81, -1, -1, -1, -1
14, 0, 826.00, 266.04, 1020.26, 589.46, -1, -1, -1, -1
14, 1, 4.27, 235.52, 189.06, 506.17, -1, -1, -1, -1
15, 0, 815.55, 268.53, 979.09, 576.39, -1, -1, -1, -1
16, 0, 800.81, 271.05, 947.46, 583.00, -1, -1, -1, -1
16, 1, 4.05, 265.78, 183.07, 527.04, -1, -1, -1, -1
17, 0, 790.85, 278.67, 929.28, 601.55, -1, -1, -1, -1
17, 1, 2.45, 281.32, 178.20, 545.38, -1, -1, -1, -1
18, 0, 781.54, 281.29, 914.33, 606.73, -1, -1, -1, -1
18, 1, 0.00, 303.98, 168.02, 549.53, -1, -1, -1, -1
19, 0, 766.15, 285.54, 906.45, 610.92, -1, -1, -1, -1
19, 1, 0.17, 324.13, 180.98, 564.39, -1, -1, -1, -1
20, 0, 757.43, 287.84, 897.03, 612.36, -1, -1, -1, -1
21, 0, 751.97, 289.46, 884.93, 613.51, -1, -1, -1, -1
21, 1, 1.39, 354.41, 177.76, 585.01, -1, -1, -1, -1
22, 0, 740.72, 288.00, 876.91, 620.05, -1, -1, -1, -1
23, 0, 732.91, 288.36, 872.56, 613.15, -1, -1, -1, -1
24, 0, 725.16, 288.25, 868.00, 619.49, -1, -1, -1, -1
25, 0, 715.19, 291.44, 860.60, 618.25, -1, -1, -1, -1
25, 1, 0.00, 374.26, 167.13, 635.99, -1, -1, -1, -1
26, 0, 710.94, 292.76, 855.94, 615.25, -1, -1, -1, -1
26, 1, 0.92, 393.38, 163.37, 656.51, -1, -1, -1, -1
27, 0, 704.50, 293.24, 847.78, 601.87, -1, -1, -1, -1
27, 1, 2.44, 392.34, 161.70, 667.42, -1, -1, -1, -1
28, 0, 697.31, 297.34, 839.93, 600.94, -1, -1, -1, -1
28, 1, 6.02, 417.42, 164.86, 669.23, -1, -1, -1, -1
29, 0, 690.83, 296.92, 830.24, 586.68, -1, -1, -1, -1
29, 1, 3.63, 425.77, 163.13, 675.24, -1, -1, -1, -1
30, 0, 688.58, 296.39, 819.78, 587.28, -1, -1, -1, -1
30, 1, 0.27, 408.25, 159.96, 681.90, -1, -1, -1, -1
31, 0, 683.29, 298.12, 814.29, 589.01, -1, -1, -1, -1
31, 1, 5.28, 441.09, 164.14, 681.51, -1, -1, -1, -1
32, 0, 684.18, 296.77, 808.13, 582.62, -1, -1, -1, -1
32, 1, 2.54, 427.32, 158.69, 693.21, -1, -1, -1, -1
33, 0, 683.26, 297.91, 801.09, 597.04, -1, -1, -1, -1
33, 1, 3.36, 438.08, 161.33, 696.07, -1, -1, -1, -1
34, 0, 681.67, 294.68, 797.28, 607.12, -1, -1, -1, -1
34, 1, 4.97, 452.17, 154.61, 692.52, -1, -1, -1, -1
35, 0, 684.74, 290.16, 796.16, 600.35, -1, -1, -1, -1
35, 1, 3.01, 441.82, 160.83, 700.52, -1, -1, -1, -1
36, 0, 681.49, 285.90, 791.80, 606.38, -1, -1, -1, -1
36, 1, 3.97, 460.71, 155.60, 698.15, -1, -1, -1, -1
