2, 0, 296.21, 143.35, 343.55, 224.79, -1, -1, -1, -1
3, 0, 296.15, 143.32, 343.53, 225.44, -1, -1, -1, -1
4, 0, 296.17, 142.95, 343.37, 225.39, -1, -1, -1, -1
5, 0, 296.37, 143.24, 343.30, 223.78, -1, -1, -1, -1
6, 0, 296.15, 143.59, 343.72, 225.73, -1, -1, -1, -1
7, 0, 295.55, 144.56, 342.20, 226.24, -1, -1, -1, -1
8, 0, 295.37, 144.12, 341.82, 225.96, -1, -1, -1, -1
9, 0, 295.97, 145.57, 342.15, 225.92, -1, -1, -1, -1
10, 0, 296.60, 147.19, 343.30, 228.04, -1, -1, -1, -1
11, 0, 296.19, 148.14, 342.74, 228.22, -1, -1, -1, -1
12, 0, 295.54, 148.60, 339.39, 228.62, -1, -1, -1, -1
13, 0, 295.54, 149.56, 340.25, 228.99, -1, -1, -1, -1
14, 0, 295.77, 149.91, 342.04, 229.31, -1, -1, -1, -1
15, 0, 295.69, 148.94, 340.18, 229.48, -1, -1, -1, -1
16, 0, 295.78, 148.26, 338.82, 229.04, -1, -1, -1, -1
17, 0, 296.19, 148.12, 341.11, 229.25, -1, -1, -1, -1
18, 0, 296.40, 147.37, 340.85, 229.48, -1, -1, -1, -1
19, 0, 296.45, 146.79, 339.41, 228.47, -1, -1, -1, -1
20, 0, 296.53, 147.64, 340.39, 229.75, -1, -1, -1, -1
21, 0, 296.26, 148.71, 340.65, 229.97, -1, -1, -1, -1
22, 0, 296.23, 149.50, 341.71, 230.38, -1, -1, -1, -1
23, 0, 297.47, 150.74, 342.55, 230.89, -1, -1, -1, -1
24, 0, 297.91, 151.98, 344.79, 232.04, -1, -1, -1, -1
25, 0, 297.98, 152.67, 344.84, 232.14, -1, -1, -1, -1
26, 0, 298.88, 152.74, 344.78, 232.69, -1, -1, -1, -1
27, 0, 299.93, 153.43, 344.87, 233.75, -1, -1, -1, -1
28, 0, 298.22, 153.91, 345.38, 233.67, -1, -1, -1, -1
29, 0, 296.51, 155.12, 343.75, 233.63, -1, -1, -1, -1
30, 0, 295.39, 153.66, 340.86, 234.24, -1, -1, -1, -1
31, 0, 294.42, 153.90, 340.88, 233.51, -1, -1, -1, -1
32, 0, 294.12, 153.92, 340.58, 232.86, -1, -1, -1, -1
33, 0, 294.33, 153.58, 341.07, 233.67, -1, -1, -1, -1
34, 0, 294.20, 153.72, 340.92, 232.10, -1, -1, -1, -1
35, 0, 294.56, 153.04, 340.69, 232.63, -1, -1, -1, -1
36, 0, 294.82, 152.82, 339.35, 234.52, -1, -1, -1, -1
37, 0, 296.05, 153.30, 341.30, 234.85, -1, -1, -1, -1
38, 0, 296.19, 155.03, 342.16, 233.89, -1, -1, -1, -1
39, 0, 296.69, 154.18, 340.93, 235.25, -1, -1, -1, -1
40, 0, 298.07, 154.68, 345.04, 234.08, -1, -1, -1, -1
41, 0, 300.00, 155.51, 348.06, 233.46, -1, -1, -1, -1
42, 0, 301.18, 155.11, 348.63, 234.20, -1, -1, -1, -1
43, 0, 301.66, 156.33, 348.50, 234.78, -1, -1, -1, -1
44, 0, 301.75, 156.50, 348.51, 234.77, -1, -1, -1, -1
45, 0, 301.62, 159.49, 348.07, 237.16, -1, -1, -1, -1
46, 0, 302.02, 160.96, 349.51, 239.28, -1, -1, -1, -1
47, 0, 302.25, 160.86, 349.10, 239.95, -1, -1, -1, -1
48, 0, 301.51, 158.98, 349.67, 240.53, -1, -1, -1, -1
49, 0, 301.14, 158.86, 350.47, 240.84, -1, -1, -1, -1
50, 0, 301.38, 158.56, 349.75, 240.49, -1, -1, -1, -1
51, 0, 301.78, 156.86, 349.08, 240.22, -1, -1, -1, -1
52, 0, 301.90, 156.59, 349.13, 240.51, -1, -1, -1, -1
53, 0, 301.15, 156.72, 349.33, 239.71, -1, -1, -1, -1
54, 0, 300.76, 156.51, 350.13, 239.08, -1, -1, -1, -1
55, 0, 302.19, 156.77, 350.84, 238.52, -1, -1, -1, -1
56, 0, 302.29, 156.80, 351.50, 238.97, -1, -1, -1, -1
